TF	target	A375	A549	ASC	HA1E	HCC515	HEPG2	MCF7	NPC	PC3	VCAP
ABHD4	TIAM1	0	0	0	0	0	1	0	0	0	0
ABHD4	WASF3	0	0	0	1	0	0	0	1	0	0
ABHD6	CBR3	0	0	0	0	0	0	0	1	0	0
ABHD6	DDX10	0	0	0	1	0	0	0	0	0	0
ABHD6	IGF1R	0	0	0	0	1	0	0	0	0	0
ABHD6	MBNL2	0	0	0	0	1	0	0	0	0	0
ABHD6	TSPAN6	0	1	0	0	0	0	0	0	0	0
ABHD6	UTP14A	0	0	0	0	0	1	0	0	0	0
ABHD6	VGLL4	0	0	0	0	1	0	0	0	0	0
ABL1	ACOT9	0	0	0	0	0	1	0	0	0	0
ABL1	CDC45	0	0	0	0	1	0	0	0	0	0
ABL1	CERK	0	0	1	0	0	0	0	0	0	0
ABL1	CSRP1	0	0	1	0	0	0	0	0	0	0
ABL1	DPH2	0	0	0	0	0	0	0	1	0	0
ABL1	EGFR	0	0	0	1	0	0	0	0	0	0
ABL1	HMGA2	0	0	0	1	1	0	0	0	0	0
ABL1	IDE	0	0	0	0	1	0	0	0	0	0
ABL1	KDM3A	0	0	0	0	0	0	0	0	1	0
ABL1	NCOA3	0	0	0	0	0	0	0	1	0	0
ABL1	SLC35A3	0	0	0	0	0	0	0	1	0	0
ABL1	STX1A	0	0	0	0	0	0	0	1	0	0
ABL1	STX4	0	0	0	0	0	1	0	1	0	0
ABL1	TIMELESS	0	0	0	0	0	1	0	0	0	0
ABL1	TIMM9	0	0	0	0	0	1	0	1	0	0
ABL1	TRIM2	0	0	0	0	0	0	0	0	1	0
ABL1	TXNL4B	0	0	0	0	1	0	0	0	0	0
ABL1	YTHDF1	0	0	1	0	0	0	0	0	0	0
ACAA1	ABCC5	0	0	0	1	0	0	0	0	0	0
ACAA1	AKAP8L	0	0	0	1	1	1	0	0	0	1
ACAA1	APOE	0	1	0	0	0	0	0	0	0	0
ACAA1	ATP6V0B	0	0	0	0	1	0	0	0	0	0
ACAA1	C2CD2	0	0	0	0	0	0	1	0	0	0
ACAA1	CDCA4	0	0	0	0	0	0	1	0	0	0
ACAA1	CNPY3	0	0	0	0	0	0	1	0	0	0
ACAA1	COG7	0	0	0	0	0	0	0	0	0	1
ACAA1	CRKL	1	0	1	0	0	1	0	0	0	0
ACAA1	CYTH1	0	0	0	1	0	0	0	1	0	0
ACAA1	DCK	0	0	0	0	0	0	0	0	1	0
ACAA1	DCUN1D4	1	1	0	1	0	1	0	0	0	0
ACAA1	DDX42	1	0	1	0	0	0	0	0	0	0
ACAA1	ETS1	0	0	0	0	0	0	0	0	1	0
ACAA1	FBXO11	0	0	0	0	0	0	0	0	1	0
ACAA1	FDFT1	0	0	0	0	0	0	0	0	1	0
ACAA1	FGFR2	1	0	0	0	0	0	0	0	0	0
ACAA1	GADD45A	0	0	1	0	0	0	0	0	0	0
ACAA1	GRB10	0	0	0	0	0	0	0	0	0	1
ACAA1	HN1L	0	0	0	0	0	0	1	0	1	0
ACAA1	MACF1	0	0	0	1	0	0	0	0	0	0
ACAA1	MAP2K5	0	1	0	0	0	0	0	0	0	0
ACAA1	MAPK1IP1L	0	0	0	0	0	0	0	0	1	0
ACAA1	MLLT11	0	0	1	0	0	0	0	0	0	0
ACAA1	MYCBP2	1	0	1	1	1	0	0	1	0	1
ACAA1	MYLK	0	0	0	0	0	0	1	0	0	0
ACAA1	NCAPD2	1	1	0	1	0	0	0	1	0	0
ACAA1	NCOA3	0	0	0	0	0	0	0	0	1	0
ACAA1	NT5DC2	1	0	1	1	1	0	0	0	0	0
ACAA1	NUP133	0	0	1	0	0	0	1	0	0	1
ACAA1	PAK4	0	0	1	0	0	0	0	0	0	0
ACAA1	PDS5A	0	0	0	0	0	0	1	0	0	0
ACAA1	PPP2R5A	1	1	1	0	0	0	1	1	0	0
ACAA1	PRKCD	0	0	1	0	0	0	0	0	0	0
ACAA1	PTGS2	0	0	0	0	0	0	0	0	0	1
ACAA1	PTPLAD1	0	1	0	0	0	0	0	1	1	0
ACAA1	RALGDS	0	1	0	1	1	0	0	0	1	1
ACAA1	RNH1	1	0	1	0	0	0	1	0	1	0
ACAA1	SERPINE1	0	1	0	0	0	0	0	0	0	0
ACAA1	SFN	0	0	0	0	0	0	0	0	0	1
ACAA1	SLC25A46	1	0	0	1	0	1	0	1	0	0
ACAA1	SLC35B1	0	0	0	0	1	0	0	0	0	0
ACAA1	SORBS3	0	0	0	0	0	0	1	0	0	0
ACAA1	SPDEF	0	0	0	0	0	0	0	0	0	1
ACAA1	STUB1	0	0	0	0	0	0	0	0	0	1
ACAA1	SUZ12	0	0	0	0	0	0	0	0	1	0
ACAA1	TLR4	0	1	0	0	0	0	0	0	0	0
ACAA1	TMED10	1	1	1	1	1	1	1	1	1	1
ACAA1	TMEM50A	0	0	0	0	0	0	1	0	0	0
ACAA1	TRAPPC3	0	0	1	1	1	0	0	1	0	1
ACAA1	TRIM13	0	1	0	0	0	0	0	0	0	0
ACAA1	TSC22D3	0	0	0	0	0	0	0	0	1	0
ACAA1	UBQLN2	0	0	0	1	0	0	0	0	0	0
ACAA1	UGDH	0	0	1	0	1	1	1	0	1	1
ACAA1	VAT1	1	0	0	0	0	0	0	0	0	0
ACAA1	VGLL4	0	0	0	0	0	0	1	0	0	0
ACAA1	ZNF274	1	0	0	0	0	0	0	1	0	0
ACAT2	CLTB	0	0	0	0	0	0	0	1	0	0
ACAT2	PSIP1	0	0	0	0	0	0	0	1	0	0
ACAT2	ZNF586	0	0	0	0	0	0	0	0	1	0
ACBD3	APBB2	0	1	0	0	0	0	0	0	0	0
ACBD3	ARFIP2	0	0	0	0	0	0	1	0	0	0
ACBD3	ATMIN	0	0	0	0	0	0	1	0	0	0
ACBD3	CALU	0	0	0	0	0	0	0	1	0	0
ACBD3	CASP3	0	0	0	0	0	0	1	0	0	0
ACBD3	CHMP6	0	1	0	0	0	0	0	0	0	0
ACBD3	CNPY3	0	0	0	0	0	0	1	0	0	0
ACBD3	CRYZ	0	0	0	0	0	0	1	0	0	0
ACBD3	CSNK2A2	0	0	0	0	0	0	1	0	0	0
ACBD3	DDX42	0	0	0	0	0	0	0	1	0	0
ACBD3	HMGCR	0	0	0	0	0	0	1	0	0	0
ACBD3	IL13RA1	0	1	0	0	0	0	1	0	0	0
ACBD3	PAK1	0	0	0	0	0	0	1	0	0	0
ACBD3	PIK3C2B	0	0	0	0	1	0	0	0	0	0
ACBD3	PWP1	0	0	0	0	0	0	1	0	0	0
ACBD3	RAB27A	0	0	0	0	0	0	1	0	0	0
ACBD3	RAP1GAP	0	0	0	0	0	0	1	0	0	0
ACBD3	SORBS3	0	0	0	0	0	0	1	0	0	0
ACBD3	SPTLC2	0	0	0	0	0	0	1	0	0	0
ACBD3	SYNGR3	0	0	0	0	0	0	1	0	0	0
ACBD3	TCFL5	0	0	0	0	0	1	0	0	0	0
ACBD3	TXNL4B	0	0	0	0	0	0	1	0	0	0
ACBD3	UGDH	0	0	0	0	0	0	1	0	0	0
ACD	ABCC5	0	1	0	0	0	0	0	0	0	0
ACD	ADO	0	0	1	0	0	0	0	0	0	0
ACD	BIRC5	0	0	0	0	0	0	0	0	0	1
ACD	BLCAP	0	1	0	0	0	0	0	0	0	0
ACD	BPHL	0	0	0	0	0	0	0	1	0	0
ACD	C2CD2	0	0	1	0	0	0	0	0	0	0
ACD	CAMSAP2	0	0	0	0	0	0	0	0	1	0
ACD	CASP7	0	0	0	1	0	0	0	0	0	0
ACD	CBLB	0	0	0	0	1	0	0	0	0	0
ACD	CCND1	1	0	0	0	0	0	0	0	0	0
ACD	CPNE3	0	1	0	0	0	0	0	0	0	0
ACD	CTNND1	0	0	1	0	0	0	0	0	0	0
ACD	DUSP22	0	0	1	0	0	0	0	0	0	0
ACD	EBNA1BP2	0	0	0	0	0	0	0	1	0	0
ACD	EPRS	1	0	0	0	0	0	0	0	0	0
ACD	ERBB3	1	0	0	0	0	0	0	0	0	0
ACD	ERO1L	0	0	0	0	1	0	0	0	0	0
ACD	FAH	0	1	0	0	0	0	0	0	0	0
ACD	FAM20B	0	0	1	0	0	0	0	0	0	0
ACD	FRS2	1	0	0	0	0	0	0	0	0	0
ACD	GHR	0	0	0	0	0	0	0	0	0	1
ACD	ITGB5	1	0	0	0	0	0	0	0	0	0
ACD	KIAA1279	0	1	1	0	0	0	0	0	0	0
ACD	KTN1	0	0	1	0	0	0	0	0	0	0
ACD	LIG1	0	0	1	0	0	0	0	0	0	0
ACD	MBTPS1	1	1	0	0	1	0	0	0	0	0
ACD	MLEC	1	0	0	0	1	0	0	0	0	0
ACD	MSH6	0	0	0	0	0	0	0	0	1	0
ACD	MYC	0	0	0	0	0	0	0	0	1	0
ACD	MYO10	0	1	0	0	0	0	0	0	0	0
ACD	NIT1	1	1	0	0	1	0	0	0	0	0
ACD	ORC1	0	0	0	0	0	0	0	0	1	0
ACD	PIP4K2B	0	0	0	0	0	0	0	0	0	1
ACD	PPARG	0	0	1	0	0	0	0	0	0	0
ACD	PRKACA	0	0	0	1	0	0	0	0	0	0
ACD	RFC2	0	1	0	0	0	0	0	0	0	0
ACD	SMNDC1	0	0	0	0	0	0	0	0	1	0
ACD	STAP2	0	0	0	0	0	0	0	0	1	0
ACD	SYK	0	0	0	0	0	0	0	0	0	1
ACD	TRIB3	0	0	1	0	0	0	0	0	0	0
ACD	UBE3B	0	0	1	0	0	0	0	0	0	0
ACD	USP14	0	0	0	0	0	0	0	0	0	1
ACD	ZDHHC6	0	1	0	0	0	0	0	0	0	0
ACD	ZMIZ1	0	0	1	0	0	0	0	0	0	0
ACLY	ANO10	0	0	1	0	0	0	0	0	0	0
ACLY	BPHL	0	0	0	0	0	0	0	1	0	0
ACLY	CD58	0	0	0	0	0	0	0	1	0	0
ACLY	EXT1	0	1	0	0	0	0	0	0	0	0
ACLY	FUT1	0	0	0	0	0	0	0	1	0	0
ACLY	HTRA1	0	0	0	1	0	0	0	0	0	0
ACLY	LGALS8	0	0	0	0	0	1	0	1	0	0
ACLY	MACF1	0	0	0	0	0	0	0	1	1	0
ACLY	PAK4	0	0	0	0	0	0	0	0	1	0
ACLY	PCMT1	0	0	0	0	1	0	0	0	0	0
ACLY	SLC2A6	0	0	0	0	1	1	0	1	0	0
ACLY	TBX2	0	0	0	0	0	0	0	1	0	0
ACLY	ZNF395	0	0	1	0	0	0	0	0	0	0
ACOT9	ACAA1	0	0	0	0	0	1	0	1	0	0
ACOT9	BECN1	0	0	0	0	0	0	0	1	0	0
ACOT9	BZW2	0	1	0	0	0	1	0	0	0	1
ACOT9	CCNA2	0	0	0	0	0	0	0	0	1	0
ACOT9	DCUN1D4	0	0	0	1	0	0	0	0	0	0
ACOT9	ECH1	0	0	0	0	0	1	0	0	0	0
ACOT9	FAM63A	0	0	1	0	0	0	0	0	0	0
ACOT9	FOS	0	0	0	0	0	0	0	1	0	0
ACOT9	FZD7	0	0	0	0	0	0	0	0	1	0
ACOT9	MAT2A	0	0	0	0	0	0	0	0	1	0
ACOT9	MCOLN1	0	0	0	0	0	1	0	0	0	0
ACOT9	MSRA	0	0	0	0	0	1	0	0	0	0
ACOT9	PIP4K2B	1	0	0	0	0	0	0	0	0	0
ACOT9	PLP2	0	0	0	0	0	0	0	1	0	0
ACOT9	PNKP	0	0	0	0	0	1	0	0	0	0
ACOT9	PPP2R3C	0	0	0	0	0	1	0	0	0	0
ACOT9	RPS5	0	0	0	0	0	0	0	0	1	0
ACOT9	SDHB	0	0	0	0	0	0	0	0	0	1
ACOT9	SMARCD2	0	0	0	0	0	1	0	0	0	0
ACOT9	SOX4	1	0	1	0	0	0	0	0	0	0
ACOT9	SPAG7	0	0	0	0	0	0	0	1	0	0
ACOT9	STAT3	0	0	0	0	0	0	0	0	1	0
ACOT9	SYNE2	0	0	0	0	0	1	0	1	0	0
ACOT9	UFM1	0	0	0	0	0	0	0	1	0	0
ACOT9	UGDH	0	0	0	0	0	0	0	1	0	0
ACOT9	XPNPEP1	0	0	0	0	0	1	0	0	0	0
ADAM10	ARHGEF12	0	0	0	0	1	0	0	0	0	0
ADAM10	ATP5S	0	0	0	0	0	0	0	1	0	0
ADAM10	CEBPA	0	0	0	0	1	0	0	0	0	0
ADAM10	CEBPZ	0	0	0	0	0	1	0	0	0	0
ADAM10	CHAC1	0	1	0	0	0	0	0	0	0	0
ADAM10	CSNK2A2	0	0	0	1	0	0	0	0	0	0
ADAM10	GTPBP8	0	0	0	0	0	0	0	0	0	1
ADAM10	IER3	0	0	0	0	0	0	0	0	0	1
ADAM10	OXCT1	0	0	0	0	1	0	0	0	0	0
ADAM10	STK10	0	0	0	0	0	0	0	0	1	0
ADAM10	UBE2C	0	0	0	0	0	0	0	0	1	0
ADAT1	ACAA1	0	0	0	0	0	0	0	0	0	1
ADAT1	ACBD3	0	0	0	0	0	1	0	0	0	0
ADAT1	ADCK3	0	1	0	1	0	0	0	0	0	0
ADAT1	BCL7B	0	0	0	0	0	1	0	0	0	0
ADAT1	BLVRA	0	0	0	0	0	0	0	0	0	1
ADAT1	CCDC86	0	0	1	0	0	0	0	0	0	0
ADAT1	CLTB	1	0	0	0	0	0	0	0	0	1
ADAT1	DUSP6	0	0	0	0	0	0	0	0	0	1
ADAT1	ETV1	0	0	0	0	0	0	0	0	1	0
ADAT1	FGFR2	0	0	0	0	0	0	0	0	0	1
ADAT1	GNPDA1	0	0	1	0	0	0	0	0	0	0
ADAT1	HEBP1	0	0	0	0	0	0	0	0	0	1
ADAT1	INPP4B	1	1	0	1	0	0	0	0	0	0
ADAT1	MAN2B1	0	0	1	0	0	0	0	0	0	0
ADAT1	MAP4K4	0	0	0	0	0	0	0	1	0	0
ADAT1	MBNL2	1	0	0	1	0	1	0	1	0	1
ADAT1	NT5DC2	0	0	0	1	0	0	0	0	0	0
ADAT1	ORC1	0	0	1	0	0	0	0	0	0	0
ADAT1	P4HA2	0	0	1	0	1	0	0	0	0	0
ADAT1	PIP4K2B	0	0	0	0	0	0	0	0	1	0
ADAT1	POLD4	0	0	0	0	1	0	0	0	0	0
ADAT1	POLR1C	0	0	0	0	0	0	0	1	0	0
ADAT1	PPIE	1	1	1	1	1	1	0	1	0	1
ADAT1	PYCR1	0	0	1	0	0	0	0	0	0	0
ADAT1	RPP38	1	0	0	0	0	0	0	0	0	0
ADAT1	SOX2	0	0	0	0	0	0	0	0	1	0
ADAT1	SPAG4	0	0	0	0	0	1	0	0	0	0
ADAT1	SPAG7	0	0	0	0	0	0	0	0	0	1
ADAT1	TIMELESS	0	0	0	0	0	1	0	0	0	0
ADAT1	TIMP2	1	0	0	0	0	1	0	0	0	0
ADAT1	TJP1	0	0	0	0	0	0	0	0	0	1
ADAT1	TOMM34	0	0	1	1	0	1	0	1	0	0
ADAT1	UBR7	0	0	0	0	0	1	0	0	1	0
ADAT1	VAPB	0	0	0	0	0	1	0	0	0	0
ADAT1	VAT1	0	0	0	0	0	1	0	1	0	0
ADAT1	VPS28	0	0	1	0	0	0	0	0	0	0
ADAT1	ZNF451	0	0	0	0	1	0	0	0	0	0
ADCK3	AARS	0	0	0	1	0	0	0	0	0	0
ADCK3	CAT	0	0	0	0	0	0	1	0	0	0
ADCK3	CRYZ	0	0	0	0	0	0	1	0	0	0
ADCK3	CTNNAL1	0	0	1	0	0	0	0	0	0	0
ADCK3	CYB561	0	0	0	0	1	0	0	0	0	0
ADCK3	DAXX	0	0	0	1	0	0	0	0	0	0
ADCK3	DCK	1	0	0	0	0	0	0	0	0	0
ADCK3	DFFA	0	0	0	0	0	0	1	0	0	0
ADCK3	EBNA1BP2	0	0	0	1	0	0	0	0	0	0
ADCK3	FAM20B	0	0	0	0	0	0	0	1	0	0
ADCK3	GRN	0	0	0	0	0	0	1	0	0	0
ADCK3	IL4R	0	0	0	0	1	0	0	0	0	0
ADCK3	KIF2C	0	0	0	0	0	0	1	0	0	0
ADCK3	PDHX	0	0	0	0	0	0	1	0	0	0
ADCK3	PHKB	0	0	0	0	0	0	1	0	0	0
ADCK3	PRKAG2	0	0	0	0	0	0	1	0	0	0
ADCK3	RB1	1	0	0	0	0	0	0	0	0	1
ADCK3	RBM6	0	0	0	0	1	0	0	0	0	0
ADCK3	RPS5	1	0	0	0	0	0	0	0	0	0
ADCK3	SORBS3	0	0	0	0	0	0	1	0	0	0
ADCK3	STAT3	0	0	0	0	1	0	0	0	0	0
ADCK3	TCTA	0	0	0	0	0	0	1	0	0	0
ADCK3	TMCO1	0	0	0	0	1	0	0	0	0	0
ADCK3	TP53BP1	0	0	0	0	0	0	0	1	0	0
ADCK3	UGDH	0	0	0	0	0	0	0	0	0	1
ADCK3	USP14	0	0	0	0	0	0	1	0	0	0
ADH5	ALDOC	0	0	0	1	0	0	0	0	0	0
ADH5	ARHGEF12	0	0	0	0	0	0	0	0	0	1
ADH5	ATG3	0	0	0	0	1	0	0	0	0	0
ADH5	ATP11B	0	0	0	0	0	0	0	1	0	0
ADH5	BAG3	0	0	0	0	0	0	0	1	0	0
ADH5	CHEK1	0	0	0	0	0	0	0	0	1	0
ADH5	CNOT4	0	0	0	0	0	1	0	1	0	0
ADH5	DAXX	0	0	0	1	0	0	0	0	0	0
ADH5	DDIT4	0	0	0	0	0	1	0	0	0	0
ADH5	DNM1	0	1	0	0	0	0	0	0	0	0
ADH5	GRWD1	0	0	0	0	1	0	0	0	0	0
ADH5	KAT6A	0	1	0	0	0	0	0	0	0	0
ADH5	MYL9	0	0	0	0	1	0	0	0	0	0
ADH5	NUSAP1	0	0	0	1	0	0	0	0	0	0
ADH5	PRCP	0	0	0	0	0	0	0	0	1	0
ADH5	PTPN6	0	0	0	1	0	0	0	0	0	0
ADH5	PTPRF	0	0	0	0	0	1	0	0	0	0
ADH5	RAE1	0	0	0	1	0	1	0	0	0	0
ADH5	RPS6	0	0	0	0	1	0	0	0	0	0
ADH5	SPTLC2	0	1	0	0	1	0	0	1	1	0
ADH5	THAP11	0	0	1	0	0	0	0	0	0	0
ADH5	XPO7	0	0	0	1	0	0	0	0	0	0
ADH5	ZMYM2	0	1	0	0	0	0	0	0	0	0
ADI1	MAPKAPK5	0	0	0	0	0	0	0	1	0	0
ADI1	RGS2	1	0	0	0	0	0	0	0	0	0
ADI1	TBPL1	0	0	0	0	0	1	0	0	0	0
ADO	ARL4C	0	0	0	0	0	0	0	1	0	0
ADO	CAB39	0	0	0	0	0	0	0	0	0	1
ADO	CCDC86	0	0	0	0	0	0	0	0	1	0
ADO	CCL2	0	0	0	0	1	0	0	0	0	0
ADO	CCNH	0	0	0	0	0	0	0	0	1	0
ADO	CDH3	0	0	0	0	0	1	0	0	0	0
ADO	CGRRF1	0	0	1	0	0	0	0	0	0	0
ADO	CPNE3	0	0	0	0	0	0	0	0	0	1
ADO	CSNK1E	0	0	0	0	0	0	0	0	1	0
ADO	CXCR4	1	0	0	0	0	0	0	0	0	0
ADO	DDB2	0	0	0	0	0	1	0	0	0	0
ADO	DDIT4	0	0	0	0	1	0	0	0	0	0
ADO	ECH1	0	0	1	0	0	0	0	0	0	0
ADO	ERO1L	0	0	0	0	1	0	0	0	0	0
ADO	GAA	0	0	0	0	0	0	0	1	0	0
ADO	GNAS	0	0	0	0	0	0	0	0	0	1
ADO	KTN1	0	0	1	0	0	0	0	0	0	0
ADO	LAGE3	0	0	0	0	1	0	0	0	0	0
ADO	LGALS8	0	0	1	0	0	0	0	0	0	0
ADO	LIPA	0	0	0	0	0	0	0	0	0	1
ADO	LYRM1	0	0	0	0	0	0	0	0	0	1
ADO	MAN2B1	0	0	0	0	0	0	0	0	0	1
ADO	MCOLN1	0	0	0	1	0	0	0	0	0	1
ADO	MOK	0	0	0	0	0	0	0	0	0	1
ADO	MVP	0	0	0	0	0	0	0	0	1	0
ADO	POLE2	0	0	0	0	0	1	0	0	0	0
ADO	PPP2R5A	0	0	0	0	0	0	0	0	0	1
ADO	PRCP	0	0	0	0	1	0	0	0	0	0
ADO	PTPRK	0	0	0	0	0	0	0	1	0	0
ADO	PYCR1	0	0	0	0	0	1	0	1	0	0
ADO	RPA3	0	0	0	0	0	0	0	0	0	1
ADO	SLC5A6	0	0	0	0	1	0	0	0	0	0
ADO	STX1A	0	0	0	0	0	0	0	0	1	0
ADO	SYNGR3	0	0	1	0	0	0	0	0	0	0
ADO	TATDN2	0	0	0	0	0	0	0	0	0	1
ADO	TBC1D9B	0	0	0	0	0	0	0	0	0	1
ADO	TCTN1	0	0	0	0	0	1	0	0	1	0
ADO	TFAP2A	0	0	0	0	0	0	0	0	0	1
ADO	THAP11	0	0	1	0	0	0	0	0	0	0
ADO	TIPARP	0	0	0	0	1	0	0	0	0	0
ADO	TPM1	0	0	0	0	0	0	0	0	1	0
ADO	TSPAN6	0	0	0	0	0	0	0	0	1	0
ADO	UBR7	0	0	0	0	0	0	0	0	0	1
ADO	VAPB	0	0	1	0	0	0	0	0	0	0
ADO	VAT1	0	0	0	0	1	0	0	0	0	0
ADO	WDTC1	0	0	0	0	0	1	0	0	0	0
ADO	ZMYM2	0	0	0	0	0	0	0	0	1	0
ADRB2	DERA	0	1	0	0	0	0	0	0	0	0
ADRB2	STXBP2	0	0	0	0	1	0	0	0	0	0
AGL	ACD	0	0	0	1	0	0	0	0	0	0
AGL	BAD	0	1	0	0	0	0	0	0	0	0
AGL	GPATCH8	0	0	0	0	0	0	0	1	0	0
AGL	IER3	0	0	0	0	1	0	0	0	0	0
AGL	KIAA1279	0	1	0	0	0	0	0	0	0	0
AGL	MYLK	0	1	0	0	0	0	0	0	0	0
AGL	NCAPD2	0	1	0	0	0	0	0	0	0	0
AGL	SNX11	0	1	0	0	0	0	0	0	0	0
AGL	TMEM109	0	0	0	1	0	0	0	0	0	0
AGL	TWF2	0	0	0	0	0	0	0	1	0	0
AGL	USP22	1	0	0	0	0	0	0	0	0	0
AKAP8	ADAM10	0	1	0	0	0	0	0	0	1	0
AKAP8	ADH5	0	1	0	0	0	0	0	0	0	0
AKAP8	ANKRD10	0	1	0	0	0	0	0	0	0	0
AKAP8	ANXA7	0	0	1	0	0	0	0	0	0	0
